syn_id,syn_def,n_lemma,syn_lemmas
syn_003612,表程度小。,6,稍許;微微;稍稍;稍微;略;稍
syn_003613,表程度輕微，常接在形容詞之後。,4,一點;些;點兒;一些
syn_003614,表程度過高。,2,過份;過分
syn_003615,表程度達到最高界限。,3,極其;極度;十足
syn_003616,表程度隨著時間而發展。,3,愈來愈;越來越;遞
syn_003617,表程度高。,6,可以;甚為;異常;甚;酷;渾
syn_003618,表程度高的委婉說法。,2,頗為;頗
syn_003619,表程度高，帶有誇張語氣。,3,得很;得狠;不行
syn_003620,表範圍內的全部。,4,盡;儘;淨;勝
syn_003621,表結果與預期一樣。,4,果然;果;果真;真的
syn_003622,表絕對。,3,萬;萬萬;万
syn_003623,表絕對不。,2,絕不;決不
syn_003624,表經過長時間後得到預期的結果。,2,總算;終於
syn_003625,表聲量小，音調低，讓他人不容易聽到。,3,悄悄;低聲;輕聲
syn_003626,表肯定是。,2,不啻;毋寧
syn_003627,表肯定的語氣。,2,囉;嚕
syn_003628,表自己一個人。,2,私;獨自
syn_003629,表與事實不符，但感覺逼真的狀況。,3,彷彿;好像;似乎
syn_003630,表與他人預期相反的堅持前提。,2,偏偏;偏
syn_003631,表與其他同類對象做對照比較時，程度上高一點。,3,較;比較;卡
syn_003632,表與標準的差別程度大。,2,遠;遙
syn_003633,表藉由前述工具、方法或範圍進行後述事件。,3,來;去;而
syn_003634,表處於相同的狀況。,2,同;一樣
syn_003635,表表面上具有後述特性，隱含具有與預期相衝突特性。,2,看似;好似
syn_003636,表被動。,2,所;給
syn_003637,表要求加快速度。,2,儘速;儘快
syn_003638,表親密提醒的語氣。,2,囉;嚕
syn_003639,表親密的口氣，以求得聽話者的認同。,2,哦;喔
syn_003640,表觀察到的事件很明確。,2,顯然;顯
syn_003641,表解釋或提醒對方的語氣。,3,啊;呀;阿
syn_003642,表解釋或提醒對方的語氣，用在陳述句末。,3,哇;哪;吶
syn_003643,表言談中已確立的事件程度。,6,那樣;這樣;那麼樣;這麼;這麼樣;那麼
syn_003644,表言談中用於標記語氣的轉折。,3,那;那麼;則
syn_003645,表認為後述事件可能發生。,2,恐怕;恐
syn_003646,表說話者主觀的印象。,2,好像;似乎
syn_003647,表說話者主觀評價程度高，帶有誇張語氣或情感。,3,好;真;好不
syn_003648,表說話者對事件真實性的肯定。,4,真正;確實;是;誠
syn_003649,表說話者的強烈建議。,2,切;千萬
syn_003650,表說話者認為依照常理或事實應得到的後述結論。,4,照說;照道理說;照理;照理說
syn_003651,表調整頻率的聲音。,2,啵;波
syn_003652,表譬喻事件情況。,2,如;似
syn_003653,表讓步。,2,倒;倒是
syn_003654,表超過平常的程度。,19,怪;很;超;特別;特;粉;激;奇;好生;老;相當;狠;非常;賊;深;介;精;亂;超級
syn_003655,表超過後述數目。,6,不止;不僅;不光;不僅僅;不只;不祇
syn_003656,表超過後述範圍。,3,豈止;豈只;何止
syn_003657,表超過適當程度。,2,過於;太過
syn_003658,表超過預設條件。,2,都;攏
syn_003659,表趕緊。,2,快;速
syn_003660,表輪流替換著。,2,交互;相互
syn_003661,表轉折。,3,又;也;卻
syn_003662,表轉折語氣，用來引出命題和前文相對的句子。,2,唯;惟
syn_003663,表迅速且劇烈。,3,暴;銳;爆
syn_003664,表退讓後的選擇。,2,只好;只得
syn_003665,表速度慢且平和。,2,徐;冉
syn_003666,表過去不久的時間。,3,新;才;甫
syn_003667,表達到最高程度。,21,極了;絕;到家;殺;極;暴;極為;絕頂;至為;至極;死;煞為;備至;透;之至;煞;煞是;盛;爆;惡;斃
syn_003668,表達到最高程度，幾乎無法接受，帶有誇張語氣。,4,壞;炸;翻;慌
syn_003669,表達到目標的過程或條件比預期容易。,3,就;即;便
syn_003670,表達因對不起他人而感到不安的心意。,2,對不起;抱歉
syn_003671,表遞增或遞減的變化。,3,漸漸;逐漸;慢慢
syn_003672,表開始、最先的。,2,首;起初
syn_003673,表限定範圍。,6,單單;僅;只;單;光;淨
syn_003674,表隨日遞增或遞減的變化。,3,日益;日趨;日漸
syn_003675,表隨自己的意思做後述動作，不受其他限制的影響。,6,胡亂;任意;胡;渾;亂;輕易
syn_003678,表預期後述事件會在很短的時間內發生。,3,將;即將;要
syn_003679,表預期會改變的情況維持不變。,3,還是;亦;也
syn_003680,表預期發生的改變在時間參考點之後。,3,還;尚;猶
syn_003681,表類似事件緊接著發生。,5,連續;接連;一連;連;相繼
syn_003683,被限制在後述空間內。,2,侷限;限於
syn_003684,裁判對比賽過程或結果做出後述決定。,2,判;判決
syn_003685,裝出比實際狀況更強或更好的後述狀態。,3,充;做;作
syn_003686,製作特定物品時，加進後述材料。,2,下;放
syn_003687,要求後述對象趕快行動。,4,催;敦促;催促;促
syn_003688,要求特定對象停止做後述行為。,2,止住;制止
syn_003689,規律性快速上下起伏，通常指器官。,2,跳;蹦
syn_003690,親身體驗。,5,經;經驗;經過;經歷;歷
syn_003691,觀察而辨識出後述現象。,2,見;看出
syn_003692,解釋使聽話者明白。,2,說明;分解
syn_003693,解開原本綁成結或扣住的後述對象。,2,鬆;解
syn_003694,解除對後述對象的約束，使其得到自由。,5,放出;釋放;放;釋;縱
syn_003695,觸擊按鍵以啟動特定功能。,2,按;壓
syn_003696,計算一次轉世輪迴的單位。,3,生;世;輩
syn_003697,計算事件次數的單位。,3,發;砲;通
syn_003698,計算事件發生的次數的單位。,2,次;度
syn_003699,計算事件的單位。,5,回;碼;檔;件;宗
syn_003700,計算人的單位。,3,名;員;枚
syn_003701,計算以槍刺擊的次數的單位。,2,槍;鎗
syn_003702,計算以炮彈擊中目標次數的單位。,2,炮;砲
syn_003703,計算傳統戲劇團體的演出。,2,臺;台
syn_003704,計算具技術性的肢體動作的單位。,2,招;技
syn_003705,計算具有特定身份或擔任特定職務期間的單位。,3,屆;任;期
syn_003706,計算分成段落的時間中的一部份的單位。,2,段;紀
syn_003707,計算分成部份的長條形物體中的一個的單位。,2,段;截
syn_003708,計算切割削砍次數的單位。,2,劍;刀
syn_003709,計算動物器官數量的單位。,2,隻;只
syn_003710,計算動物數量的單位。,2,隻;只
syn_003711,計算勺子容裝物的單位。,4,勺;杓;勺子;杓子
syn_003712,計算可分配的成套具體事物的單位。,2,分;份
syn_003713,計算可從頭到尾一再重複的事件的單位。,3,巡;遍;匝
syn_003714,計算可累計分數的單位。,2,點;點數
syn_003715,計算可經由轉移後取得所有權的事物的單位。,2,分;份
syn_003716,計算同一枝上同時生長多個果實的水果的單位。,2,串;掛
syn_003717,計算圈狀物的單位。,2,圈;匝
syn_003718,計算圖片、書法作品的單位。,2,幅;付
syn_003719,計算在特定範圍中具有共同特徵的小範圍的單位。,3,類;項;型
syn_003720,計算多個同類對象串連成一個整體的物體的單位。,2,串;掛
syn_003721,計算多個特定對象排列成行或成列的集合體的單位。,2,列;排
syn_003722,計算太陽下山後到太陽出來前的時間的單位。,4,晚;宵;夜;宿
syn_003723,計算太陽升起到太陽下山的時間的單位。,2,日;晝
syn_003724,計算宗族關係中所有與其始祖的距離相同的人所組成的團體的單位。,2,世;輩
syn_003725,計算容器數量的單位。,2,隻;只
syn_003726,計算小土堆的單位。,2,坏;坯
syn_003727,計算年齡大致相同的一群人的單位。,2,代;輩
syn_003728,計算建築物的單位。,4,棟;所;間;幢
syn_003729,計算彎轉成圓筒狀的物體的單位。,3,卷;捲;軸
syn_003730,計算成捲布料的單位。,2,匹;疋
syn_003731,計算成束物體的單位。,2,束;匝
syn_003732,計算擴散成片狀的物體的單位。,2,灘;攤
syn_003733,計算數字加倍次數的單位。,2,番;翻
syn_003734,計算文件、出版品的單位。,2,分;份
syn_003735,計算方法、手段的單位。,4,計;記;招;技
syn_003736,計算時間的單位，一個平均太陽日的二十四分之一。,2,時;小時
syn_003737,計算時間的單位，一分鐘為一小時的六十分之一。,2,分鐘;分
syn_003738,計算書冊、文件面數的單位。,2,頁;葉
syn_003739,計算有輪子的機械裝置的單位。,4,輛;臺;台;部
syn_003740,計算杯裝物的單位。,2,盃;杯
syn_003741,計算棋賽場數的單位。,2,局;盤
syn_003742,計算棺材數量的單位。,2,口;具
syn_003743,計算槍枝發射子彈次數的單位。,2,槍;鎗
syn_003744,計算派別的單位。,2,派;系
syn_003745,計算湯匙容裝物的單位。,2,湯匙;匙
syn_003746,計算炮的單位。,2,門;尊
syn_003747,計算牙齒的集合單位。,2,口;嘴
syn_003748,計算物品數量的單位。,2,隻;只
syn_003749,計算球類運動中，投球、擊球或踢球次數的單位。,2,發;記
syn_003750,計算用餐次數的單位。,2,餐;頓
syn_003751,計算等級的單位。,3,等;級;檔
syn_003752,計算紙張大小尺寸的單位。全開尺寸等於109公分乘以78公分。,2,裁;開
syn_003753,計算細長圓柱狀的長條器具的單位。,2,杆;桿
syn_003754,計算細長物體的單位。,2,支;枝
syn_003755,計算職業的單位。,2,行;門
syn_003756,計算船艦數量的單位。,2,隻;只
syn_003757,計算菜餚、酒席等的單位。,2,桌;席
syn_003758,計算菜餚的單位。,2,道;味
syn_003759,計算角度的單位。一秒為一分的六十分之一。,3,角秒;秒角;秒
syn_003760,計算角度的單位，一分為一度的六十分之一。,3,角分;分角;分
syn_003761,計算詩詞、歌曲、樂曲的單位。,3,首;隻;只
syn_003762,計算貨幣的基本單位。,4,塊;摳;圓;元
syn_003763,計算鉤狀物體的單位。,2,勾;鉤
syn_003764,計算長度的單位，一吋約為2.54公分。,2,吋;寸
syn_003765,計算階梯數目的單位。,2,層;格
syn_003766,計算電器用品的單位。,2,臺;台
syn_003767,訊息、事件等傳播開來。,2,流傳;傳
syn_003768,討論解決問題的辦法，隱含讓步。,2,商量;商
syn_003769,設法募集，通常指經費、資金。,2,籌措;籌
syn_003770,設置後述機構或組織。,7,成;立;成立;建立;築;建;創
syn_003771,設置後述裝置。,2,布;佈
syn_003772,設置陷阱或以工具捕捉野生的動物。,2,打;獵
syn_003773,設身處地地體驗和領會，強調動作的過程。,3,體會;體;体
syn_003774,評價後述對象。,4,當;說;講;言
syn_003775,評價特定對象，表數量少或微小。,2,那麼;區區
syn_003776,評定授職等級。,2,敘;敍
syn_003777,評斷、檢驗特定對象。,2,鑑;鑒
syn_003778,評論是非好壞，通常針對缺點、錯誤提出意見或加以攻擊。,2,批;批評
syn_003779,詞語的選用。,2,措辭;措詞
syn_003780,詢問數量。,3,多少;幾;若干
syn_003781,詩詞歌賦中，特定句子的末字使用韻母相同或相近的字。,2,壓;押
syn_003782,該給人特定對象而未給。,2,欠;該
syn_003783,詳細解釋理論或看法。,2,論述;釋
syn_003784,認為前述陳述錯誤。,2,;不以為然
syn_003785,認為後述事件為真或確實。,2,信;相信
syn_003786,認為後述使用方法最適合而強烈要求使用者遵循。,2,建議;建
syn_003787,認為符合自己心意而同意做後述事件。,2,願;願意
syn_003788,說明特定事件的原因、理由使聽話者明白。,2,說;講
syn_003789,說話人用來限定所陳述之事件的範圍或程度，表示僅此而已。,3,罷了;而已;耳
syn_003790,說話時字音重複不順暢。,2,結;結巴
syn_003791,調查以獲得特定事件的資訊。,2,了解;瞭解
syn_003792,調查或發現不合規範的行為。,2,抓;捉
syn_003793,調查或逮捕非法對象。,3,抓;捉;捕捉
syn_003794,談話進行到特定階段。,2,講到;說到
syn_003795,請前述對象為說話者出面。,2,做主;作主
syn_003796,請求可信任的後述對象幫忙，並得到對方的承諾。,4,託;委託;委托;托
syn_003797,請求解除原有的職位。,3,辭職;辭;休
syn_003798,變化成為。,2,化成;化為
syn_003799,讓氣體從口或鼻出來。,3,呼;舒;出
syn_003800,讚美欣賞。,2,讚賞;賞
syn_003801,負責主持或推動事件的進行。,3,領;帶領;帶
syn_003802,負責保護及看管，通常指貨物在運送途中跟隨的時候。,2,壓;押
syn_003803,負責處理。,2,管理;管
syn_003804,費心考慮後述事件。,2,愁;煩
syn_003805,走在前面，引導前進方向。,3,領;帶領;帶
syn_003806,超出規定的權限或原則，專指抽象概念。,4,越;超越;跨越;跨
syn_003807,超出規定的限度範圍，專指具體規定。,4,越;跨越;超越;跨
syn_003808,超過前述數量。,3,多;餘;許
syn_003809,超過自然環境的生態承載力。,3,越界;負債;超載
syn_003810,越過後述的障礙界線或沿著通道行進。,2,穿越;穿
syn_003811,跟從。,4,隨同;隨;隨著;逐
syn_003812,路徑連通，可以到達特定處所。,2,通;達
syn_003813,跳躍而出。,2,跳出;跳出來
syn_003814,身體傾斜或平放，把重量由物體或他人支撐。,2,躺;臥
syn_003815,身體傾斜，把一部份重量由物體或他人支撐。,6,倚;憑;靠;依;傍;依靠
syn_003817,身體四肢或物體不自主地小幅度晃動。,3,抖;剉;挫
syn_003818,身體失去平衡而改變姿態。,2,摔倒;摔
syn_003819,身體失去平衡而改變姿態或落到低處。,2,跌;栽
syn_003820,身體感官辨識出外界刺激。,3,覺;覺得;感到
syn_003821,身體特定部位進行應有的動作。,2,行動;活動
syn_003822,身體特定部位靠自己的力量移動到較高的位置。,2,抬;揚
syn_003823,較有權力的人或機構要求他人去做後述事件。,5,命;命令;使;敕;令
syn_003824,輕微搖動使物體由內向外掉出。,2,抖出;抖出來
syn_003825,輕觸到物體後立即離開。,3,點;點點;打
syn_003826,輕鬆地在戶外行走。,2,散步;散
syn_003827,轉緊發條。,2,上;轉
syn_003828,辨別或品味食物的味道。,2,嘗;嚐
syn_003829,送，以正式、公開的方式，通常由上而下。,2,贈;贈送
syn_003830,透過特定軟體使檔案所佔容量變小。,2,壓;縮
syn_003831,透過發聲器官，用語音傳送訊息。,4,說話;講話;言語;語
syn_003832,透過管線運輸流體。,2,送;傳輸
syn_003833,透過聽覺來接收訊息。,2,聽;聆
syn_003834,透過聽覺來理解和欣賞。,2,聽;聆
syn_003835,透過視覺來理解或欣賞。,6,觀賞;看看;看;觀;閱;睹
syn_003836,逐漸聚集。,4,積累;積聚;積;累積
syn_003837,逐漸達到特定狀態。,2,趨;趨於
syn_003838,通指物體可以緊密結合的兩個部件往相反方向運動。,3,開;打開;啟
syn_003839,通過特定處所。,2,經;經過
syn_003840,造成前述對象的原因為。,6,出於;源於;來自於;出自;出;來自
syn_003841,造成結果後離開。,3,留;遺留;遺留下
syn_003842,連接兩個以上程度漸進的選項。,11,不啻;不止;不單;不單單;非但;不僅;不但;不光;不僅僅;不只;不祇
syn_003843,連接前述事件範圍之外的同類補充說明。,2,另;另外
syn_003844,連用兩個或更多的事件或狀態，表示結果都相同。,2,也罷;也好
syn_003845,連結並使用網路。,2,上;連線
syn_003846,連結兩個以上的物體。,2,勾;鉤
syn_003847,進入特定學校系統開始接受教育。,2,上;上學
syn_003848,進行動作或事件時產生聲音。,3,發;發出;發聲
syn_003849,進行土木工程。,2,施工;動工
syn_003850,進行後述以手後做出特定動作的遊戲。,2,划;猜
syn_003851,進行後述已進行中或規劃給多人進行的特定活動或事件。,6,參與;參;參加;摻;尬;預
syn_003852,進行後述遊戲，通常從過程中得到樂趣。,3,玩;耍;弄
syn_003853,進行性行為。,2,做;作
syn_003854,進行會議。,2,開;開會
syn_003855,進行武力衝突。,2,戰;作戰
syn_003856,進行特定事件。,2,行動;動作
syn_003857,進行特定正式活動。,4,做;舉行;舉辦;作
syn_003858,進行特定的儀式。,2,施;行
syn_003859,進行特定遊戲，以贏得後述獎品。,2,打;打到
syn_003860,進行犯罪活動。,2,作案;犯案
syn_003861,進行球類運動。,2,打;打球
syn_003862,進行表演或演講。,4,上台;登台;登臺;上臺
syn_003863,進駐臺灣。,2,登台;登臺
syn_003864,遇到不幸或不利的事。,4,遭;遭受;遭到;遭遇
syn_003865,遇到災難或困難的人請求他人的救助。,2,求助;求救
syn_003866,運用邏輯推導。,5,想;思考;思;忖;思想
syn_003867,過著不與外界聯絡的生活。,2,隱居;隱
syn_003868,達到原本沒有達到的程度。,2,創;創造
syn_003869,違反後述規範。,2,破壞;亂
syn_003870,違反競賽的規則，通常由裁判所判定，並帶有一定的罰則。,2,犯規;犯
syn_003871,適應後述事件。,2,習慣;慣於
syn_003872,遮蓋、覆蓋。,2,被;披
syn_003873,選取、挑選。,2,撿;揀
syn_003874,選擇委派後述對象做事。,2,用;錄
syn_003875,選擇符合特定規格的零件。,2,配;搭配
syn_003876,選舉時將記載個人選擇的選票放入票箱中。,2,投票;投
syn_003877,避免經歷後述事件。,4,免於;免;避免;省
syn_003878,避開特定對象。,3,閃;躲;避
syn_003879,配合旋律或依照詞牌規定的字數及聲韻格式寫入文字。,2,添;填
syn_003880,配戴於身上用以增加美觀的物品。,2,飾品;裝飾品
syn_003881,醫生幫病人進行侵入性治療。,4,開刀;動手術;開;動
syn_003882,醫生診治病人。,3,看看;看;看病
syn_003883,釋出資金，使其在市面上流通。,3,放出;放出來;放
syn_003884,重視並且關心。,2,在意;在乎
syn_003885,重視並愛惜特定對象。,4,惜;珍;珍惜;愛
syn_003886,重視後述對象並給予高度評價。,3,隆;尚;崇
syn_003887,金錢的借出或借入。,2,貸款;貸
syn_003888,針對主題對大眾發表言論。,2,談論;談
syn_003889,針對他人提出的問題做出回應。,3,答覆;回答;答
syn_003890,針對後述對象不足的部分提供所需。,3,補;濟;補充
syn_003891,針對特定題目，正式地對觀眾發表言論。,2,演說;演講
syn_003892,錯誤地認為後述對象具有另一特質。,2,錯認;認錯
syn_003893,錯誤認地將後述對象認成另一對象。,2,錯認;認錯
syn_003894,長形帶狀物以迴旋的方式附著在特定物體上。,3,纏住;繞;纏
syn_003895,長期抗拒有侵略行為或有危險性的特定對象。,2,抗;抵
syn_003896,開創後述為特定對象所接受的固定事件。,3,開;打開;創
syn_003897,開始行動。,2,起來;站起來
syn_003898,開始講話或唱歌。,3,開;開口;打開
syn_003899,開玩笑。,2,說笑;戲
syn_003900,開發後述尚未發展的地理區域。,3,開;拓;墾
syn_003901,開闢後述道路或通道。,2,開;打開
syn_003902,在結果句中標示主題，後接解釋原因，表因果關係。,2,之所以;所以
syn_003903,常用於連接負面結果句，承接前述原因。,5,致;以致;以至;以至於;以致於
syn_003904,強調前述事件。,2,何況;更何況
syn_003905,表須具備的充分條件。,3,惟有;唯有;只有
syn_003907,連接不影響後述事實的條件，隱含讓步。,6,雖;雖然;雖說;盡管;儘管;饒
syn_003908,連接事件範圍的兩個端點。,3,以至;以至於;到
syn_003909,連接任意的事件，表雖然事件進行的方式不同但結果相同。,2,隨;隨便
syn_003910,連接任意的條件，表雖然條件不同但結果相同。,2,不管;不論
syn_003911,連接任意的條件，雖然條件不同但結果相同。,4,無論;任憑;無;任
syn_003912,連接假設條件。,18,如;如果說;若是;假如;要是;設若;假若;倘若;倘;如果;使;果;假使;若;要;脫;設;如若
syn_003913,連接假設的必要條件。,2,要不是;若非
syn_003914,連接兩個以上程度漸進且超過預期的選項。,3,豈止;豈只;何止
syn_003915,連接兩個有關連性的事件。,2,亦;也
syn_003916,連接兩對等句子，表示進一層關係。,5,且;而且;並;并;甚且
syn_003917,連接兩相反的事件，表與預期相反。,2,反而;反倒
syn_003918,連接其他事實來強調前述事件。,2,況且;況
syn_003919,連接列舉事件中的第二項。,3,其次;其二;二來
syn_003920,連接前述事件不成立之下所得的推論。,2,要不然;不然
syn_003921,連接前述事件的結果。,3,因而;從而;是故
syn_003922,連接原因或理由。,4,因為;因;由於;蓋
syn_003923,表連接句子的轉折語氣，用來引出命題和前文相對的句子。,9,不過;就是;可;只不過;然;然則;但;但是;偏偏
syn_003924,連接另做選擇的轉折語，帶有讓步的語氣。,3,要不然;要不;不然
syn_003925,連接因上述原因而得到的後述結果或結論。,6,故;故而;因之;所以;是以;因此
syn_003926,連接已知事實，後接推論。,2,既;既然
syn_003927,連接後述因果關係中的原因。,3,鑑於;有鑑於;鑒於
syn_003928,連接特定範圍內的全部。,3,凡;凡是;舉凡
syn_003929,連接目的，表上文的敘述可以幫助達成目的的意思。,2,以便;好
syn_003930,連接結果句，用來承接上半句的原因。,3,於是;于是;爰
syn_003931,連接補充的原因或說明，以支持論點。,3,加上;兼;加以
syn_003932,連接語意相似的詞組，用來突出最後一項。,9,甚或;甚至;乃至;甚而;甚至於;以至;乃至於;連;以至於
syn_003933,連接說話者主觀認為比前述對象更好的後述對象。,3,不如;還不如;毋寧
syn_003934,連接說話者希望藉前述事件避免的假設事件。,4,以免;以防;省得;免得
syn_003935,連接退讓的假設條件。,9,就算;就是;縱使;即令;便是;即使;縱然;即便;縱
syn_003936,連接達成後述目標的唯一條件。,2,只要;祇要
syn_003937,阻止特定對象的前進。,6,攔截;阻擋;擋;格;障;攔
syn_003938,阻隔出入口。,2,封閉;封
syn_003939,阻隔原先通暢的路徑。,2,封閉;封
syn_003940,限期借他人的物品使用，並支付費用。,3,承租;租;賃
syn_003941,除了本職之外，前述對象同時擔任的職位是後述對象。,3,兼任;兼職;兼
syn_003942,除了本薪外附加的報酬。,2,給與;給予
syn_003943,除去特定對象的職位。,2,免;削
syn_003944,除去身體上的衣物、配件。,2,脫;褪
syn_003945,陰莖充血豎起。,2,勃;舉
syn_003946,陳述他人用言語或行為傳達的情感或態度。,2,透露;表露
syn_003947,陳述前述對象錯誤的認知。,2,以為;道
syn_003948,陳述時指涉到後述事件。,7,講到;提起;說到;提及;談起;提;提到
syn_003949,隨著水草或季節變化而移動住所，以放養牲畜。,2,遊牧;游牧
syn_003950,雇主解除和受雇者的約雇關係。,3,解雇;解僱;辭
syn_003951,雌性動物肚子有胎。,2,懷;懷孕
syn_003952,雖然愛惜卻能忍心。,2,捨得;捨
syn_003953,雙方以特定媒介互相交換訊息。,2,通;通訊
syn_003954,離開人或地前向特定對象告別。,2,告辭;辭
syn_003955,離開人或地時說的招呼語或客套話。,4,別;拜;再見;掰
syn_003956,離開原來所在的地點。,3,離去;離開;退出
syn_003957,離開原有的位置。,2,跑;跑掉
syn_003958,離開原有社會關係上的位置。,2,跑;跑掉
syn_003959,離開執行程式。,2,跳出;離開
syn_003960,離開後造成影響。,3,留;遺留;遺留下
syn_003961,離開特定地點。,2,走;走路
syn_003962,離開親密的人或地。,2,別;分別
syn_003963,難以忍受。,2,難過;難受
syn_003964,雲層的水以水滴的形態降到地上。,3,降雨;雨;下雨
syn_003965,雲層的水以特定形態降到地上。,4,下;落;降水;降
syn_003966,靠特定人事來完成願望。常接希望。,2,寄;寄予
syn_003967,靠肢體的力量往高處移動。,2,爬;緣
syn_003968,靠近目標。,2,就;即
syn_003969,面對面相見。,4,會;見;見面;相會
syn_003970,音高變高。,2,升高;昇高
syn_003971,順序或次序緊鄰在參考點之前。,2,前;前面
syn_003972,順序或次序緊鄰在參考點之後。,3,後;后;後面
syn_003973,預估費用並承諾以該費用履行合約。,2,估價;報價
syn_003974,預先指定事件的涉及對象。,2,設定;設
syn_003975,預先指定特定參數值，以便作為後來事件執行時的依據。,2,設定;設
syn_003976,預先設立特定計畫或目標。,2,訂;定
syn_003977,預期的特定對象不夠。,2,少;欠
syn_003978,預期的特定對象不存在。,3,少;欠;乏
syn_003979,頭稍微向下動。,2,點頭;頷
syn_003980,願意做後述事件，並接受其結果。,3,甘心;甘願;甘
syn_003981,類似的兩種以上對象在同一空間範圍內同時存在。,7,挾;雜;夾;帶有;混;渾;摻
syn_003982,顯現出後述事物或特質。,3,示;展示;展現
syn_003983,顯示事物所表達的推論意義。,3,表示;表明;代表
syn_003984,顯示出後述可被觀察的狀態。,11,呈現;現;呈;汎;顯露;顯;形;露;見;作;泛
syn_003985,飛行器降至地面。,2,落;降
syn_003986,駕駛後述交通工具。,3,開;駕;驅
syn_003987,驅離特定對象。,4,逐;趕;轟;驅
syn_003988,體會其中意味。玩味、辨味。,2,嚼;
syn_003989,高興地作後述事件。,2,樂意;樂於
syn_003990,鳥類或昆蟲發出聲音。,3,鳴;鳴唱;鳴叫
syn_003991,鳥類或昆蟲等有翅膀的動物揮動翅膀。,2,拍;撲
syn_003992,點燃火柴或木炭。,2,生;升
syn_003993,保守的政治思想。,4,右;右邊;右派;右翼
syn_003994,18世紀古典時期的德國作曲家，有樂聖之稱。,2,貝;貝多芬
syn_003995,1949年中國共產黨推翻國民黨政權。,1,解放
syn_003996,19世紀浪漫時期的俄國作曲家。,1,柴
syn_003997,GGYY。,1,GGYY
syn_003998,PTT社群中使用本詞來指稱IP位置。,1,故鄉
syn_003999,Ptt中第五個回文的人。,1,五樓
syn_004000,Ptt社群中被版主評為惡意擾亂版上的文章，得到此類文章評定的作者會有發文權限上的限制。,2,劣退;劣文
syn_004001,[心理學]處理外界物理訊息時，分析處理的系統。,1,知覺
syn_004002,[法律]按照合約處理賠償事務。,1,理賠
syn_004003,[罕]形容人處於孤單的狀態。,1,冷清
syn_004004,pH值小於七，通常有酸的氣味具侵蝕性的化合物。,1,酸
syn_004005,「不諒解」的簡省。,1,不解
syn_004006,「中國文化大學」的簡省。,1,文化
syn_004007,「中華航空公司」的縮寫。,1,華航
syn_004008,「你們的」的簡省。,1,你們
syn_004009,「公務人員」的簡省。,1,公
syn_004010,「刑事警察」的簡省。,1,刑事
syn_004011,「原子核」的簡省。,1,核
syn_004012,「咸陽」的簡稱。,1,咸
syn_004013,「唱片製作公司」的簡省。,1,音樂
syn_004014,「存款與放款」的簡省。,1,存放
syn_004015,「文化建設委員會」的縮寫。,1,文建會
syn_004016,「新疆」的簡稱。,1,新
syn_004017,「新黨」的縮寫。,1,新
syn_004018,「日本人」的簡省。,1,日人
syn_004019,「朝鮮」的簡省。,1,朝
syn_004020,「棍子和棒子」的簡省。,1,棍棒
syn_004021,「歐洲與美洲」的簡省。,1,歐美
syn_004022,「比利時」的簡省。,1,比
syn_004023,「氣喘」的簡省。,1,喘
syn_004024,「消費者文教基金會」的縮寫。,1,消基會
syn_004025,「熱河省」的簡稱。,1,熱
syn_004026,「眾議院」的簡省。,1,眾
syn_004027,「管樂和弦樂」的簡省。,1,管弦
syn_004028,「細胞核」的簡省。,1,核
syn_004029,「考核」的簡省。,1,考
syn_004030,「胡琴」的簡省。同義詞「胡琴」。,1,胡
syn_004031,「臥室」的簡省。,1,臥
syn_004032,「自然科學」的簡省。,1,自然
syn_004033,「航空和太空」的簡省。,1,航太
syn_004034,「萬里長城」的縮寫。,1,長城
syn_004035,「董事和監事」的簡省。,1,董監事
syn_004036,「藝術與文學」的簡省。,1,藝文
syn_004037,「行政院大陸委員會」的縮寫。,1,陸委會
syn_004038,「越南」的縮寫。,1,越
syn_004039,「躍進」的簡省。,1,躍
syn_004040,「輕油裂解廠」的簡省。,1,輕
syn_004041,「關心和愛護」的簡省。,1,關愛
syn_004042,「雲林」的簡省。,1,雲
syn_004043,一串數字符號中，每個數目字所佔的位置。,1,碼
syn_004044,一個人生活的整個過程。,1,生平
syn_004045,一個伊斯蘭教恐怖組織，以美國為主要攻擊對象。,1,基地
syn_004046,一個地方中交通商業發達的區域。,1,市中心
syn_004047,一個數字自乘的次數，標示在該數字的右上角。,1,指數
syn_004048,一個時期內的狀態。,1,局
syn_004049,一個時期的結束階段。,1,末
syn_004050,一個時段的中間。,1,期中
syn_004051,一個時段的最後段。,1,期末
syn_004052,一個月中間的十天。,1,中旬
syn_004053,一個月前面的十天。,1,上旬
syn_004054,一個月最後的十天。,1,下旬
syn_004055,一切困擾身心的狀態。,1,苦
syn_004056,一切有系統且專門的學問的總稱。,1,學術
syn_004057,一切物體或現象，包括具體的、抽象的。,1,事物
syn_004058,一套完整教學教材中一個獨立的單元。,1,課
syn_004059,一學年中的其中一個部分。,1,學期
syn_004060,一定會發生的事。,1,必然
syn_004061,一定要讓後述事件實現。,1,務使
syn_004062,一家人居住的建築物及建築物所在的位置。,1,家
syn_004063,一年中具有前述特徵的特定時段。,2,季;季節
syn_004064,一年中舉辦前述活動的特定時段。,1,季
syn_004065,一年中間的一段時期。,1,年中
syn_004066,一年的末期。,1,年尾
syn_004067,一年的農作物收成。,1,歲
syn_004068,一年的開始。,1,年頭
