syn_id,syn_def,syn_lemmas
syn_000860,將特定對象交回給原本所有權者。,歸還;歸
syn_000861,將特定對象作為言論或行動的基礎。,根據;依據;本
syn_000862,將特定對象全部用出。,盡;窮
syn_000863,將特定對象包含至參考範圍內。,進;進去;進來
syn_000864,將特定對象固定在特定位置。,定位;植
syn_000865,將特定對象存放在特定空間維持其可使用的狀態。,保存;存
syn_000866,將特定對象的地點由原來的地方移到新的地方。,遷;遷移;移;挪
syn_000867,將特定對象的開口或通道閉合。,閉;關閉;關
syn_000868,將特定對象經由媒介交給另一方。,傳;傳遞;傳播
syn_000869,將特定對象與其附帶責任由中介者送到另一方。,轉;轉送
syn_000870,將特定對象跟與其並存的其他對象對照，使其變得明顯。,烘;托;襯
syn_000871,將特定對象隔離在限定範圍內。,包;包圍
syn_000872,將特定材料架起，組合成特定傢俱或建築物。,搭;架
syn_000873,將特定機構、設備或職位設置在特定地點或機構。,置;設有;設
syn_000874,將特定片狀物攤平並覆蓋在特定對象上。,鋪;蓋
syn_000875,將特定物品戴在身上。,配;佩
syn_000876,將特定物體的其中一部份翻面，並和其他部份重疊在一起。,折;疊
syn_000877,將特定語言翻譯成後述語言。,譯成;翻譯成;翻
syn_000878,將線狀物或帶狀物展開並固定。,拉;牽
syn_000879,將肢體伸展到最大的限度。,展開;舒;展
syn_000880,將膝關節彎曲並著地。,跪;跪下
syn_000881,將自己所擁有的事物拿出來給他人。,施;捨
syn_000882,將行進中的交通工具減速並停止，通常是車子。,剎;煞
syn_000883,將衣物環繞在身體的特定部位。,圍起來;圍;圍起
syn_000884,將表演藝術呈現給觀眾。,演出;表演
syn_000885,將視線固定在特定對象上。,注目;注
syn_000886,將財物交給特定對象作為擔保。,壓;押
syn_000887,將資料內容在公開的管道展示。,公佈;公布;發佈
syn_000888,將金錢儲蓄在特定金融機構。,儲蓄;存
syn_000889,將金錢存在特定金融機構。,存放;儲存;放;儲
syn_000890,將預定的時間往前移。,提早;提前
syn_000891,將預定的時間往後移。,延;延後;延期
syn_000892,將預定的花費保留。,省下來;省下
syn_000893,將頭髮整理成後述髮型。,梳;攏
syn_000894,將顯影後的底片晾乾。,晒;曬
syn_000895,將食物用大火熱油快炒，並頻頻以鍋鏟翻攪材料，至食物剛熟即起鍋。,暴;爆
syn_000896,專指喝酒。,喝;飲
syn_000897,專指為男子修剪頭髮。,理;理髮
syn_000898,三國時代政治家和軍事家，三國演義一書中的主要角色，為輔佐蜀國的忠臣，著出師表。,孔明;諸葛亮;亮
syn_000899,中國古代女扮男裝，代父從軍的孝女。,花木蘭;木蘭
syn_000900,中國天文學的星宿，為北方玄武之一。,女;牛;室;斗;壁;虛;危
syn_000901,中國天文學的星宿，為南方朱雀之一。,星;張;翼;井;鬼;柳
syn_000902,中國天文學的星宿，為東方蒼龍之一。,心;尾;房;角;亢
syn_000903,中國天文學的星宿，為西方白虎之一。,胃;參;畢
syn_000904,中國春秋時代思想家，儒家思想的開創者，後世尊稱為至聖先師，本名孔丘。,孔子;丘;子;孔
syn_000905,中國的第一大黨，在中國地區依照馬克思列寧主義所建立的無產階級政黨。,中共;共
syn_000906,中國第一個皇帝，統一文字及度量衡，修築萬里長城。,秦始皇;秦王
syn_000907,中國革命家，推翻滿清建立中華民國。,中山;孫中山;孫
syn_000908,五胡十六國之一，西元304年至西元329年，劉淵所建。,趙;漢
syn_000909,代表中華人民共和國政府。,北平;中共;北京;華;大陸;京
syn_000910,代表臺灣的政府。,臺北;台北
syn_000911,以釋迦牟尼佛為主神的多神教，主張生命痛苦，一切無常。,佛教;佛;釋
syn_000912,十五世紀義大利藝術家、建築家及科學家，為義大利文藝復興三大藝術巨匠之一，畫有「蒙娜麗莎的微笑」等。,達文西;達芬奇
syn_000913,古代神話中的人物。,牛郎;織女
syn_000914,周朝的國號或政權。,周;周
syn_000915,商朝的國號或政權。,殷;商
syn_000916,基督教徒所信奉的救世主。,基督;耶穌
syn_000917,外文名字。,維多利亞;福特;琴;珍;布朗;傑克;彼得;喬治;貝爾;夏娃;史密斯;約翰;保羅;諾貝爾;亞當;蘇;拿破崙;大衛;威廉;奧斯卡;麥克
syn_000918,大乘佛教宗派之一，以菩提達摩為始祖，靜坐冥想為其修行方法。,禪宗;禪
syn_000920,姓。,蒙;薛;奉;率;催;凍;冰;聞;游;血;落;立;左;右;甲;新;餘;理;現;極;絕;丁;早;猛;州;向;乾;長;雲;勞;繳;圈;類;幹;竹;才;顧;真;佳;密;閏;鐵;攻;樂;秦;樂;歐;安;梁;印;院;滾;琴;龍;東;圖;旗;正;球;訪;揭;英;字;脫;補;畫;野;濃;線;涉;相;增;抗;靜;位;使;乘;解;偶;饒;藏;先;種;清;容;歲;曹;傷;胃;邁;達;北;果;平;錦;皇;息;藤;冠;豆;松;添;全;景;池;帛;縱;恆;岡;羽;霸;痛;器;曉;力;士;鄰;鳴;頌;儀;養;區;茂;商;腰;釣;況;詳;祥;延;良;柔;可;練;宏;豪;柏;青;刁;弋;允;思;帖;業;祝;腹;鱗;滇;東方;布;肩;世;鮮;農;舟;畜;弭;應;聯;勒;廠;進;茫;航;祖;查;那;於;于;表;何;計;居;考;留;梅;莫;求;忍;萬;從;單;方;虎;潔;呂;洪;盧;公;須;頗;遇;母;終;伊;該;熱;枚;令;飛;包;緩;銀;太;金;米;門;貳;費;白;陽;雷;莊;史;張;章;文;唐;冷;句;尚;沈;火;樹;葉;草;塵;骨;魚;蛋;黑;黃;銳;薄;石;路;富;言;陳;劉;蔡;郭;邱;廖;江;鍾;詹;彭;翁;孫;鄧;杜;卓;董;蔣;馮;姚;姜;涂;嚴;龔;袁;黎;童;陸;邵;倪;譚;;駱;;褚;崔;闕;孔;賈;韋;佘;郝;蒲;邢;鄔;聶;樊;滕;裴;鄞;閻;耿;覃;穆;甯;錡;奚;祁;艾;翟;鄺;瞿;冼;郁;茅;霍;桑;嵇;亓;邰;闞;酆;寇;忻;鄢;佟;屠;郤;甄;廉;鈕;鞏;山;牙;三;沙;湖;水;海;直;圓;月;角;狗;男;刺;寬;鳥;皮;洗;益;咸;雄;班;偏;耳;蘇;肆;伍;賴;施;斯;尤;若;付;固;許;魏;老;尋;星;築;零;封;押;雙;易;連;一;壹;漏;涼;剛;成;托;然;貴;若干;猶;顯;歪;稅;井;牟;汗;鮑;行;則;召;告;巢;瓶;團;毒;要;奔;奶;眉;隻;烈;免;巨;寶;鏡;馬;錢;任;都;久;請;聊;段;加;減;鐘;搖;度;淡;無;醜;福;環;刀;藥;紙;缺;帶;晚;旅;露;拜;徵;盛;狼;亦;利;羊;關;戲;酒;林;明;暗;負;觀;格;樓;香;熊;象;師;西;死;戰;李;鎮;鬼;捕;記;牽;兵;忙;充;主;拍;維;京;曲;倍;社;恭;博;源;陰;徒;殷;員;賽;醫;鑽;永;速;疏;鹿;南;寒;善;敏;斬;融;奮;閉;評;祭;王;飽;浪;車;打;牛;古;項;宮;麻;程;司;典;城;胡;鄭;楊;高;趙;朱;蕭;宋;韓;元;君;赤;謝;國;愛;常;末;弓;態;仇;薪;觸;擁;午;帝;春;寵;提;孩;市;尹;弘;丘;弁;賢;子;賞;匙;署;禽;隱;默;泰;亥;官;寸;岳;撤;截;桂;染;取;麥;喻;妙;西方;防;書;列;辛;桃;祕;房;秋;貝;本;畢;權;田;客;便;陶;席;柳;蘭;丹;昂;彩;義;仁;柯;校;甘;植;谷;閃;室;恩;徐;墨;蓬;渴;政;翠;生;繡;敦;周;簡;冬;夏;己;藍;紫;朋;臣;壺;隆;柴;燕;今;衣;瓜;伯;示;爻;旭;恪;汎;端;豐;叢;束;烏;姑;朗;寧;晉;杭;辰;炊;羌;啖;漢;異;哀;扁;肥;扶;孤;干;燭;蔚;紐;傍;戈;禾;萌;額;牢;屋;湯;修;泉;漆;叔;季;府;卿;侯;營;橋;稻;黏;拳;魯;舅;運;產;耍;掌;武;悅;淺;華;略;靈;威;禮;奏;勵;規;登;織;顏;優;散;佩;神;惜;繁;磨;悟;耕;呈;纏;僧;羅;崇;隋;改;訓;學;堅;偉;健;慶;錯;集;效;術;烽;吟;秀;垂;資;謀;暢;虞;歸;劇;枕;工;灑;抄;遲;喪;買;育;家;知;智;錄;建;乍;騰;頻;毫;貫;開;辜;存;鬥;苗;吳;守;濟;麗;享;法;德;保;模;汪;志;芭;拓;吊;範;焦;孟;鉤;消;闖;溫;歷;旋;移;蓋;編;完;系;專;仰;危;晃;綿;戴;嘗;習;見;摸;避;馳;統;管;峰;伏;暴;穀;漁;抵;耀;歡;箭;搭;侍;監;榮;意;升;遼;廣;屏;符;衛;品;紀;曾;哈;揚;巴;慈;納;念;造;但;樸;動;木;藝;敕;標;晶;舒;接;啟;載;夜;阿;倫;治;察;幽;敬;雕;準;毛;泥;展;盈;是;務;更;強;構;壯;芮;遜;夙;蒼;嘉;粘;凌;葛;渾;其;宗;定;休;激;勾;泛;旁;亢;仲;鈞;交;吉;愚;巡;戊;脂;雅;仕;冉;巫;撒;毀;卸;軌;沂;棗;郵;駒;帥;吏;戎;宰;沐;戀;楚;龜;灶;禹;俊;沃;鈔;豹;靛;囤;棍;褐;滬;糗;棕;裔;犢;賀;卜;鄒;芳;奴;膠;浩;犁;壬;鳳;鑑;乞;丑;卯;儲;狐;塗;檢;揖;奧;飢;郎;刑;鄴;鄴;靳;錘;振;肘;阮;律;俞;昌;爰;畏;龐;申;籍;卞;炭;惠;酈;妥;凱;潭;康;潘;傅;范;訴;屈;體;亨;欣;秉;癸;續;狄;侄;斐;棉;賃;繩;蟲;花;年;霜;滑;風;碩;介;稍;肖;釧;忖;裘;圭;昆;析;冀;撲;灌;沖
syn_000923,宋朝的國號或政權。,宋;宋
syn_000924,專指位於北京紫禁城神武門內的明清宮殿。,故宮;故宮博物院
syn_000925,居住在北亞的游牧民族，建立了清朝。,清;滿
syn_000926,戰國七雄之一，西元前403年至西元前230年，韓宣子所建。,韓;韓國
syn_000927,通常用於大型河流及其周遭區域的名稱。,河;川;江
syn_000928,通常用於大型河流附近人們群聚的地區的名稱。,河;江;川
syn_000929,明朝末年人，打敗荷蘭人，光復臺灣，延續明朝。,國姓爺;鄭成功;延平郡王;鄭
syn_000930,易經卦名，易經六十四卦之一，艮下兌上。,漸;咸
syn_000931,太陽系八大行星中的第五顆星。,歲;木;木星
syn_000932,東漢名醫。擅長外科手術，首用麻醉劑為病人開刀治療。,華佗;華陀
syn_000933,東漢末年的宰相，挾天子以令諸侯。,操;曹;曹操
syn_000934,每四年一次，輪流在亞洲各大城市舉辦的運動會。,亞運;亞運會
syn_000935,治理中國的政府。,中;中國
syn_000936,治理中華民國的政府。,中;華;中華民國
syn_000937,治理伊拉克的政府。,巴格達;伊拉克
syn_000938,治理四川的地方政府。,四川;四川省
syn_000939,治理新加坡的政府。,新加坡;星加坡
syn_000940,治理臺北市的地方政府。,台北市;臺北市;臺北;台北;北市
syn_000941,治理蘇聯的政府。,蘇;蘇聯
syn_000942,清末民初思想家，提倡新文化運動與白話運動。,適之;胡適
syn_000943,禪宗的教義。,禪宗;禪
syn_000944,美國電影藝術與科學學院每年頒給從事各項電影工作優秀人員的獎項。,奧斯卡;金像獎
syn_000945,臺彎地區原住民之一，臺灣地區人口數第二多的原住民族群，主要分佈於北部高山。,泰雅;泰雅族
syn_000946,臺灣國立大學之一，位於新竹市。,交通;交;清華
syn_000947,臺灣國立大學之一，位於桃園縣。,中央;央
syn_000948,臺灣國立大學之一，歷史最悠久，位於臺北市大安區。,台大;台;臺;臺大
syn_000949,臺灣私立大學之一，位於臺北縣新莊市。,輔仁;輔大;輔仁大學
syn_000950,臺灣私立大學之一，位於臺北縣淡水鎮。,淡大;淡江
syn_000951,蘇東坡的作品。,蘇東坡;蘇
syn_000952,記載孔子思想的書。,孔子;論語
syn_000953,詩經大雅中的一篇。,蕩;綿
syn_000954,近代中國政治家，名經國，字建豐，曾任中華民國第六任、第七任總統。,經國;蔣;蔣經國
syn_000955,阿拉伯人創立的一神宗教。,回教;伊斯蘭教
syn_000956,專精於後述技術或領域。,擅;擅長;善於;精專;長;專擅;擅於;精於;長於;善;工;精
syn_000957,尊崇敬重後述對象。,尊敬;尊
syn_000958,尋找並捕獲後述對象。,抓;捉;捕捉;捕
syn_000959,尋找知識或問題的答案。,究;探究;探討
syn_000960,尋求指導。,請益;請教
syn_000961,將特定事物記載下來。,記錄;紀錄;錄
syn_000962,對事情做判斷。,決定;決
syn_000963,對事物因好感而產生興趣。,喜好;樂
syn_000964,對他人產生錯誤的判斷。,誤會;誤
syn_000965,對他人產生關懷或同情心。,悲憫;哀;悲
syn_000966,對前述事情歸為後述的一類。,算;算是
syn_000967,對前述對象的解釋或描述。,意指;意謂;意即;指
syn_000968,對可喜的事情，舉行活動表示高興或紀念。,慶祝;賀
syn_000969,對已知的事實重新確定。,確認;確定
syn_000970,對後述事件表示肯定。,確定;肯定
syn_000971,對後述對象具有階級所給予的約束支配權。,管理;管;統
syn_000972,對後述對象有很深的感情。,愛;戀
syn_000973,對後述對象有所不滿，並且認為該對象應為不幸的事情負責。,怨;病
syn_000974,對特定主題提出自己的意見或辦法，希望後述對象接受。,建議;建
syn_000975,對特定事件的發生表示接受。,使得;容許;容
syn_000976,對特定問題提出答案或看法，通常隱含接受評量。,回答;作答;答
syn_000977,對特定對象具有控制權力，承擔發展責任。,管理;管;典
syn_000978,對特定對象提出後述看法並以道理支持。,主張;主
syn_000979,對特定對象有正面的經驗與感覺。,喜愛;歡喜;喜歡;戀
syn_000980,對特定對象特別注意。,矚目;囑目
syn_000981,對特定對象的正面描述超過實際的程度。,吹;誇;蓋
syn_000982,對特定對象給予評價。,評估;估價;估
syn_000983,對特定對象表示謝意。,致謝;謝謝;感謝;謝
syn_000984,對特定對象表達情感或態度。,寄予;賦與;賦予;賦
syn_000985,對特定權力行使支配權，使特定對象能在適當時機使用。,保存;存
syn_000986,對特定物體施力，使其前進。,推動;推移;推進
syn_000987,對目標物使用力氣。,施;使;施力
syn_000988,將後述對象包括在特定範圍。,連;帶
syn_000989,連接並列的詞組，表做連接的事件同時成立。,跟;及;以及;與;同;和;兼
syn_000990,連接兩個對等句子，用以表示時序先後關係。,并且;並且
syn_000991,連接兩個對等句子，用以表示進一層關係。,并且;並且;同時
syn_000992,連接兩對等詞組，表兩種狀況同時存在。,且;又;而且;載;擱;亦
syn_000993,連接語意相似的詞組或子句，表選擇關係或並列關係。,或是;或者;或;也;抑是
syn_000994,對聽話對象的尊稱。,貴;尊;雅
syn_000995,對自己所不能掌握的事感到不安。,驚;懼;害怕;怕;恐;畏;膽怯;畏怯
syn_000996,比喻對規範或他人的言語或行為表示態度或意見。,理;鳥;甩
syn_000997,對還沒有實現的事物有不切實際的期望。,做;作
syn_000998,對還沒有實現的事物有期望。,做;作
syn_000999,導致後述對象涉入後述事件。,讓;使;教;叫;令
syn_001000,導致負面結果。,致使;使得;肇致;招致
syn_001001,就議題互相交換意見。,討論;談論;議
syn_001002,展示或表演作品給觀眾欣賞。,呈獻;獻
syn_001003,希望並等待後述事件實現。,望;期;期望;許;期許;盼望;盼;期盼;巴
syn_001004,希望後述事件能夠實現。,但願;願
syn_001005,希望擁有。,討;求
syn_001006,希望能讓後述事件發生。,期使;俾使
syn_001007,幫助金錢上不足的部份。,補貼;貼補;貼
syn_001008,序數。順序排在第一。,壹;一
syn_001009,序數。順序排在第七。,七;柒
syn_001010,序數。順序排在第九。,九;玖
syn_001011,序數。順序排在第二。,二;貳;兩
syn_001012,序數。順序排在第五。,五;伍
syn_001013,序數。順序排在第八。,八;捌
syn_001014,序數。順序排在第六。,六;陸
syn_001015,序數。順序排在第十。,十;拾;什
syn_001016,序數。順序排在第四。,四;肆
syn_001017,建立特定對象間的關係。,拉;攏
syn_001018,建議讀者參考後述書面資料。,見;參見
syn_001019,建造完成。,建成;造成
syn_001020,引介不計算在內的對象。,除;除了
syn_001021,引介主導動作方向者。,隨;隨著
syn_001022,引介事件一直持續到後述時點。,直到;直至;迄於;迄至;以迄;及至;降至
syn_001023,引介事件原因。,為了;為
syn_001024,引介事件所憑藉的方法或工具。,用;拿;以
syn_001025,引介事件所涉及的對象或範圍。,對于;對於;對;就
syn_001026,引介事件所經過的時間。,用;以
syn_001027,引介事件發生的時間。,值;時值;際
syn_001028,引介事件發生的時間起點。,自從;打從;自;由;從
syn_001029,引介事件發生的路徑起點。,打從;自;由;從;打
syn_001030,引介事件的來源。,于;於
syn_001031,引介事件的施事者。,給;乎
syn_001032,引介事件的目標。,朝;往;衝
syn_001033,引介事件的目標或接受者。,與;同;和
syn_001034,引介事件與事件的關係。,間;之間
syn_001035,引介事件變化的條件。,隨;隨著;伴隨
syn_001036,引介事件進行的過程或方法。,經;透;經過;經由
syn_001037,引介事情或狀態發生的範圍。,之間;間;際
syn_001038,引介事物所花費的費用。,用;以
syn_001039,引介伴隨動作的方向。,跟;向
syn_001040,引介來源。,自;由;從
syn_001041,引介例子。,比方;比方說;比如;好比;例如;例如說;譬如;譬如說;如;比如說;例
syn_001042,引介兩事件間隔的時間範圍。,距;距離;離
syn_001043,引介兩地點相隔的空間範圍。,距;距離
syn_001044,引介兩抽象事件的相差程度。,距;離
syn_001045,引介共同做事的對象。,跟;與;和
syn_001046,引介冒用的名義或方式。,假藉;假
syn_001047,引介出處。,根據;依據;本
syn_001048,引介判斷的標準或條件。,按;按照;根據;依據;依照;照;案;以;視;依;就
syn_001049,引介利用的時機。,趁著;趁;迨
syn_001050,引介動作或狀態達到的階段或程度。,到;于;於
syn_001051,引介動作的受益者。,幫;替
syn_001052,引介動作的方向。,向;望;朝;往;對;衝
syn_001053,引介動作的目標。,朝;往;衝
syn_001054,引介動作進行的路徑。,順;沿;循;緣
syn_001055,引介原因。,因著;以
syn_001056,引介受事者。,對;于;於
syn_001057,引介受與動作的接受者。,于;於
syn_001058,引介工具或方法。,藉著;藉由;藉;借
syn_001059,引介引起不幸事件的施事者。,遭;遭受;挨;遭到;;負
syn_001060,引介後述事件的範圍。,于;於;在;乎
syn_001061,引介後述比較對象。,較諸;較之;比起
syn_001062,引介後述狀態，得到較多。,倍受;備受;深受
syn_001063,引介後述陳述的證據來源。,由;從
syn_001064,引介憑藉的對象。,倚;靠
syn_001065,引介所期待的對象或情況。,等;待到;等到;待;迨
syn_001066,引介施事者。,讓;被;教;叫
syn_001067,引介施惠的事件。,承蒙;承
syn_001068,引介時間的範圍。,間;之間
syn_001069,引介時間點。,于;於;在
syn_001070,引介根據的標準或信念。,本乎;本著;本諸
syn_001071,引介根據的理由。,基於;基于
syn_001072,引介比喻情感的來源。,打從;由;從;打
syn_001073,引介比較的對象。,跟;與;同;和
syn_001074,引介比較的標準。,較;于;於
syn_001075,引介涉及的事物。,關於;關于;有關
syn_001076,引介特定對象作為言論或行動的基礎。,據;据
syn_001077,引介特定的觀點。,按;按照;根據;據;依據;依照;照;依;据
syn_001078,引介相同的事件情況。,如;一如
syn_001079,引介相同的後述事件情況。,照;依
syn_001080,引介背景以與後述焦點做對比。,去除;除去
syn_001081,引介背景以與焦點做對比。,除;除了
syn_001082,引介與前述事物有共同點的後述事物作為比喻。,恍;彷彿
syn_001083,引介與前述事物有共同點的後述事物作為譬喻。,如;如同;像;有如;猶如;若
syn_001084,引介處所。,于;於;在;乎
syn_001085,引介處置的對象。,把;拿;將;以
syn_001086,引介被代替的對象。,替;代
syn_001087,引介被動句中的肇始者或施事者。,于;於
syn_001088,引介評論的觀點或角度。,由;從;就
syn_001089,引介起始狀態。,由;從
syn_001090,引介路徑。,自;由;從
syn_001091,引介通過的地點。,經由;經
syn_001092,引介達成事件的條件。,憑著;以
syn_001093,引介遵循固定的程序或規劃。,循;照;依
syn_001094,引介遵循的原則。,按;按照;根據;據;依據;依照;憑藉;憑;照;仍;秉;准;靠;依;就;準;据
syn_001095,引介關聯的對象。,跟;與;同;和
syn_001096,引導人出家。,渡;度
syn_001097,引導鬼魂回到陰間。,渡;度
syn_001098,引爆彈藥破壞或攻擊特定目標物。,爆;炸
syn_001099,引用前述事件作為隱喻來描述。,般;一般
syn_001100,引發後述對象的內心感觸。,動;感動
syn_001101,引起負面的事件發生。,惹;滋;召
syn_001102,引述客氣的稱謂是後述對象。,稱;稱呼
syn_001103,引述對前述對象的特質描述。,叫作;叫;謂;叫做
syn_001104,引述或陳述前述對象的認知。,想;以為;認;認為
syn_001105,引述或陳述前述對象的認知或感受。,覺;覺得;感到
syn_001106,引述說話者的話或陳述說話者說過的訊息。,表示;表達
syn_001107,張開嘴巴。,開口;阿
syn_001108,強制性地要求。,命;命令;令
syn_001109,強制規律教導特定技能。,訓練;教練
syn_001110,強力提倡自己的意見或主張，使對方接受或信服。,遊說;說服
syn_001111,強烈希望得到後述對象。,渴望;渴
syn_001112,強調目標的顯著性。,凸顯;突顯
syn_001113,彎曲後述身體部位。,躬;矬;捲;拱
syn_001114,形容不具有實際功能與身份，是偽裝的。,假;偽;仿
syn_001115,形容不同於一般的。,特殊;特別;特
syn_001116,形容不在中心地帶的。,偏遠;偏;窮
syn_001117,形容不守規矩的。,皮;淘
syn_001118,形容不容易察覺到。,細微;微小
syn_001119,形容不是出自意願做特定事件。,勉強;勉;強
syn_001120,形容不是由政府所設立的。,私人;私立
syn_001121,形容不會改變的。,一定;常
syn_001122,形容不符合客觀事實而捏造的，通常有欺騙的意圖。,假;偽;虛
syn_001123,形容不符合法律規定的。,不法;非法;違法
syn_001124,形容主觀認為所得到的比所付出的多。,划算;劃算
syn_001125,形容事件、狀態與氣氛等靈活不死板。,活潑;活
syn_001126,形容事件情況與原來的不同。,變;變化
syn_001127,形容事件或事件的特定段落進行的時間短。,快;速;捷
syn_001128,形容事件或事件的特定段落進行的時間長。,慢慢;慢;遲
syn_001129,形容事件持續的時間間隔大。,長;久;漫;長久
syn_001130,形容事件持續的時間間隔小。,短;淺;暫
syn_001131,形容事件持續進行。,不已;不止;不斷;不停
syn_001132,形容事件牽涉的範圍大且程度高。,巨;鉅
syn_001133,形容事件發生時間在其他同類事件之後。,晚;遲
syn_001134,形容事件的發生令人感到意外。,突然;忽
syn_001135,形容事件的發生比預期的時間延後的。,晚;遲
syn_001136,形容事件程度強烈。,兇;凶
syn_001137,形容事件進行的過程平穩流暢，沒有阻礙。,順;順利
syn_001138,形容事件進行的過程變得平穩流暢，沒有阻礙。,順;亨
syn_001139,形容事或物比同類對象傑出，令人佩服的。,偉大;偉
syn_001140,形容事物不具有實體概念的。,空;虛
syn_001141,形容事物富有變化。,靈活;靈
syn_001142,形容事物已經存在很久了。,邁;老;舊;陳;宿
syn_001143,形容事物改變的程度很大。,大幅度;大幅
syn_001144,形容事物本來有的本質或特性。,固有;既有
syn_001145,形容人之中具有生產後代能力的性別。,女;坤
syn_001146,形容人態度溫和親切。,易;和氣
syn_001147,形容人或物的外表不好看，不具有美的特質。,醜;陋
syn_001148,形容人或物的外表好看使觀者感到愉悅而讚賞的。,漂亮;美麗;秀;美;水;漂;亮;麗
syn_001149,形容人體老化。,腐朽;朽
syn_001150,形容令人恐懼不安的。,兇;凶;惡
syn_001151,形容以棉為材料製成的。,綿;棉
syn_001152,形容使特定對象失去分辨的能力。,混;渾
syn_001153,形容使用特定對象的技巧不佳的。,矬;拙;蠢;笨
syn_001154,形容來自北方的。,北;北方
syn_001155,形容供大眾所使用的。,公用;公共
syn_001156,形容依照道理處世。,剛;直;中正
syn_001157,形容個性急躁的。,急性;急
syn_001158,形容個性急躁，容易發脾氣。,暴;爆
syn_001159,形容個性直接，脾氣急躁不好的。,激;衝
syn_001160,形容做事周密，不遺漏小細節。,仔細;細;詳細
syn_001161,形容做事態度隨便，不周全。,草率;胡亂;簡單
syn_001162,形容做人誠實、做事穩當。,實在;切實
syn_001163,形容傳統上本來有的。,固有;既有
syn_001164,形容傷害生命的犯罪案件中相關的。,兇;凶
syn_001165,形容像糖或蜜的氣味。,甜;甘
syn_001166,形容優美而不粗俗。,典雅;雅
syn_001167,形容光源的光線充足。,明;亮
syn_001168,形容光線的強度大。,強;強烈
syn_001169,形容內容不浮誇。,樸;樸實
syn_001170,形容內容形式已經固定下來的。,定型;定型化
syn_001171,形容全時間擔任本職的。,專任;全職;專職
syn_001172,形容兩個特定對象間的搭配很協調。,合;搭;配;搭配;配合;沓
syn_001173,形容兩端點之間的路徑距離大。,長;漫
syn_001174,形容具備完成特定事件能力的。,能;成;能夠;行
syn_001175,形容具有創新的想法或方法的。,創意;創
syn_001176,形容具有古代風格的。,古;古典
syn_001177,形容具有女子特質的。,女生;女性;女人
syn_001178,形容具有後述對象的大部份特徵但不完全相同。,類;準
syn_001179,形容具有所描述對象的典型特徵。,道地;地道
syn_001180,形容具有氣勢的。,大氣;壯
syn_001181,形容具有男子特質的。,男生;男性;男人
syn_001182,形容具有神力的。,神;仙
syn_001183,形容具有黏性的。,黏;粘
syn_001184,形容分佈在範圍內的所有地方。,遍佈;漫
syn_001185,形容刺激，通常帶有灼熱感覺的味道。,辛;辣
syn_001186,形容前述對象一定要仰賴後述事件。,必需;必須
syn_001187,形容前述物品正在發生氧化作用，產生光和熱。,燃;然
syn_001188,形容前述物體從頂部到地面的距離變小。,矮;低
syn_001189,形容前述特質的程度高。,好多;太多
syn_001190,形容前述狀態的程度高，通常是負面。,嚴重;嚴峻;重;深
syn_001191,形容力道大的。,狂;猛
syn_001192,形容功能接近標準或平均的。,中;中階
syn_001193,形容動作俐落、氣勢凶猛。,狠;辣
syn_001194,形容動作速度很快。,快速;迅速
syn_001195,形容動物因食慾未被滿足而需要進食。,餓;飢;扁
syn_001196,形容動物幼小、尚未發育成熟。,仔;子
syn_001197,形容卑鄙、可惡。,混;渾
syn_001198,形容原始的。,一手;第一手
syn_001199,形容反應輕巧而敏捷。,靈活;靈
syn_001200,形容只有一個成員或個體的。,單;單一
syn_001201,形容可用來懸掛的。,吊;掛
syn_001202,形容同一物體兩端點之間的寬度小。,狹;窄
syn_001203,形容同一組織系統中，等級較低的。,下屬;屬下
syn_001204,形容同類物體之間間隔大的。,疏;稀
syn_001205,形容同類物體相疊。,疊;重
syn_001206,形容含有危害生命的物質的。,有毒;毒
syn_001207,形容吵鬧不講理的。,歡;番
syn_001208,形容呈弧形狀、不直。,彎;曲;拐
syn_001209,形容味道像糖或蜜的，基本味覺之一。,甘;甜
syn_001210,形容因不符合自己的心意而產生的負面情緒。,震怒;盛怒;氣不過;憤慨;暴怒;激憤;惱火;痛心;氣憤;忿怒
syn_001211,形容因受到突然的外在刺激而驚恐害怕。,剉;挫
syn_001212,形容因嗓子乾澀，聲音低沈不清脆。,沙;沙沙;啞
syn_001213,形容因惋惜而感到痛苦的情緒。,氣惱;懊惱;悔恨
syn_001214,形容因感觸而悲傷。,傷感;感傷
syn_001215,形容因正面結果而感到高興滿足。,慰;欣慰
syn_001216,形容因比重大於所在流體而往下降。,沈;沉
syn_001217,形容因為不常進行後述事件而沒有充分的知識。,陌生;生疏;生
syn_001218,形容因為對特定對象有負面的經驗與感覺。,憤恨;痛恨;可憎;痛惡;可恨;憎惡;憎恨;厭煩;敵視;嫌憎;嫌惡;可惡
syn_001219,形容因為特定事件而感到寬廣、通順的良好情緒。,暢快;心曠神怡;開懷;爽快;舒暢;痛快;豁朗;舒坦
syn_001220,形容因為特定事件而感到良好的情緒。,高興;開心;歡悅;愉悅;歡暢;喜悅;歡欣;欣喜;可喜;歡愉
syn_001221,形容因為特定事件而感到高度良好的情緒。,狂喜;雀躍;喜出望外;心花怒放
syn_001222,形容因為疲勞生病或受傷而產生的微痛而無力的感覺。,痠;酸
syn_001223,形容因為缺乏陪伴而感到的低落情緒。,落寞;寂寥
syn_001224,形容因為負面事物而感到低落的情緒。,辛酸;悲傷;哀傷;悲哀;哀愁;哀戚;悲痛
